Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_497,Road,Seattle,2021-05-01,2023-01-05,32791674,38548340.43,5756666.43,392,614.30,222.30,0.7773,4.4988,434.04,34.09,50.72,Rainy,273,8189.04,170.33,9474,57.89,1,5.49,52.57,1,12.03,High
PJT_498,Building,Los Angeles,2021-05-02,2023-09-20,5560236,7879341.75,2319105.75,579,871.73,292.73,0.3999,1.4403,290.49,3.28,56.24,Stormy,178,19050.77,656.78,9944,81.85,1,6.24,96.85,0,68.79,High
PJT_499,Tunnel,Los Angeles,2021-05-03,2023-03-03,23450682,33469240.63,10018558.63,611,669.27,58.27,0.2128,1.0212,417.54,8.13,73.01,Snowy,110,27209.98,825.10,1579,60.75,1,9.55,79.91,1,17.25,High
PJT_500,Bridge,New York,2021-05-04,2022-05-14,3801189,3488122.28,-313066.72,312,375.37,63.37,1.0435,1.1262,207.62,16.27,74.71,Cloudy,55,46906.09,123.72,4214,72.05,6,7.14,86.90,0,14.69,High
PJT_501,Road,Seattle,2021-05-05,2023-11-02,37879335,35589558.73,-2289776.27,620,911.71,291.71,0.9321,4.4857,492.14,10.22,33.56,Rainy,285,7606.51,308.83,1164,53.63,8,6.11,99.55,1,74.78,High
PJT_502,Tunnel,Houston,2021-05-05,2021-12-16,13119423,13561382.06,441959.06,238,225.16,-12.84,0.6968,3.0121,450.69,44.89,29.08,Rainy,172,34591.23,690.93,2251,55.01,8,2.85,85.26,0,90.79,High
PJT_503,Dam,New York,2021-05-06,2023-10-30,38004219,39533669.12,1529450.12,489,907.96,418.96,1.3419,2.6342,170.39,28.38,55.24,Snowy,138,45519.14,734.95,8966,56.79,3,9.21,92.07,1,37.44,High
PJT_504,Bridge,Seattle,2021-05-07,2022-07-03,10526857,9193251.48,-1333605.52,305,422.37,117.37,0.5467,2.2014,393.89,42.42,21.49,Snowy,119,17508.53,445.76,2384,43.58,9,4.46,50.94,0,49.96,High
PJT_505,Dam,Seattle,2021-05-08,2022-12-14,29929622,35799412.27,5869790.27,568,585.75,17.75,1.3548,0.1565,393.35,41.55,83.70,Sunny,286,42267.09,336.28,4547,85.44,5,7.53,81.08,0,80.44,High
PJT_506,Tunnel,Houston,2021-05-09,2023-09-27,49405423,71939594.74,22534171.74,746,871.70,125.70,0.6461,4.9545,290.64,13.31,70.35,Stormy,116,12314.70,443.16,4903,47.91,0,3.53,84.13,1,99.89,High
PJT_507,Bridge,Los Angeles,2021-05-10,2023-05-27,3590818,4488902.09,898084.09,525,747.67,222.67,0.7872,3.2961,402.09,34.56,62.56,Snowy,128,30579.85,388.89,5333,90.86,7,5.16,72.00,0,96.93,High
PJT_508,Road,Chicago,2021-05-11,2022-11-01,39894305,58255350.40,18361045.40,403,539.56,136.56,0.6252,3.0516,191.31,-6.48,32.59,Sunny,116,44107.49,214.50,3858,48.81,9,6.90,61.63,0,26.58,High
PJT_509,Bridge,New York,2021-05-12,2023-09-20,38138563,50201123.16,12062560.16,773,861.19,88.19,0.2155,3.5727,166.57,4.16,67.49,Sunny,188,37324.37,640.52,6729,46.55,8,4.99,75.55,0,39.32,High
PJT_510,Building,New York,2021-05-13,2022-10-08,19997472,18857649.36,-1139822.64,253,513.20,260.20,0.7204,3.9408,200.74,12.45,65.64,Rainy,291,48807.55,659.72,3626,62.10,4,9.37,95.59,1,64.81,High
PJT_511,Building,Chicago,2021-05-14,2024-03-14,48837898,52434041.71,3596143.71,700,1035.24,335.24,0.5083,4.1536,64.67,29.94,46.68,Snowy,294,8479.01,941.97,4679,73.92,9,6.67,86.70,0,20.91,High
PJT_512,Bridge,Houston,2021-05-15,2024-01-11,36195114,43007700.40,6812586.40,801,971.33,170.33,0.7022,0.9751,308.86,40.11,43.01,Sunny,109,25511.95,773.37,2890,81.58,7,7.60,94.01,0,41.68,High
PJT_513,Bridge,Houston,2021-05-16,2023-08-10,41615531,41604186.29,-11344.71,550,816.26,266.26,1.5940,1.1488,422.52,44.27,84.80,Cloudy,248,45916.96,706.69,3263,76.33,4,4.07,55.90,0,55.45,High
PJT_514,Dam,Chicago,2021-05-17,2023-12-14,14294548,20511491.42,6216943.42,686,941.29,255.29,1.7652,0.0776,104.35,4.49,58.82,Rainy,240,9544.79,882.51,8068,41.44,2,9.91,56.62,1,92.68,High
PJT_515,Road,Los Angeles,2021-05-18,2022-08-04,38375663,38641709.56,266046.56,310,443.23,133.23,0.6574,1.6840,421.12,8.52,62.61,Snowy,234,7035.70,764.87,6815,97.00,6,6.68,87.03,0,78.19,High
PJT_516,Dam,Seattle,2021-05-19,2024-08-19,35183509,31822188.06,-3361320.94,783,1188.66,405.66,1.8016,2.9678,216.44,25.72,46.56,Rainy,95,27890.02,629.27,2587,53.94,7,4.07,78.21,0,62.18,High
PJT_517,Road,Los Angeles,2021-05-20,2023-02-12,12973282,19067920.81,6094638.81,510,633.56,123.56,0.1797,4.7253,447.07,30.20,50.14,Sunny,197,44581.27,382.93,6690,57.09,1,3.59,74.33,1,25.24,High
PJT_518,Building,Chicago,2021-05-21,2023-04-18,45723602,47146002.00,1422400.00,288,697.99,409.99,0.2824,2.7608,278.91,-0.71,61.89,Snowy,295,45079.00,584.12,4197,40.40,0,4.33,64.09,0,48.39,High
PJT_519,Road,Chicago,2021-05-22,2023-03-22,20793194,30081448.79,9288254.79,309,669.45,360.45,1.4609,4.5959,103.97,38.89,54.53,Snowy,271,11156.81,350.61,2908,98.11,1,7.70,61.12,1,24.11,High
PJT_520,Building,Los Angeles,2021-05-23,2023-11-07,35416385,45575679.85,10159294.85,644,898.23,254.23,0.2408,3.4397,451.52,-7.89,27.03,Stormy,131,13567.94,602.35,1583,96.95,0,3.21,79.32,0,29.82,High
PJT_521,Dam,Los Angeles,2021-05-24,2023-03-16,13556394,17986819.39,4430425.39,661,661.26,0.26,0.6369,0.9929,444.14,42.30,80.00,Cloudy,50,24544.35,541.62,4416,82.60,0,4.76,63.15,0,62.55,Medium
PJT_522,Building,New York,2021-05-25,2024-02-10,13083912,18587375.30,5503463.30,723,991.18,268.18,1.6973,4.3752,350.59,16.96,64.10,Stormy,141,29453.60,365.88,4586,46.74,4,4.78,72.36,1,48.24,High
PJT_523,Dam,New York,2021-05-26,2023-07-11,24325603,31696980.20,7371377.20,506,776.12,270.12,1.4392,3.8684,267.68,34.26,54.24,Rainy,225,15568.70,361.84,9314,52.91,6,1.55,88.59,0,38.59,High
PJT_524,Road,New York,2021-05-27,2023-06-12,4666383,4780271.69,113888.69,615,746.30,131.30,1.4836,1.6992,418.34,6.97,48.69,Stormy,274,12494.08,285.58,2807,96.87,9,6.50,56.46,0,95.53,High
PJT_525,Tunnel,New York,2021-05-28,2023-01-23,23366584,33716778.90,10350194.90,272,605.63,333.63,1.5570,2.7645,344.72,18.53,45.35,Cloudy,90,42716.71,455.97,4757,57.41,2,9.20,66.58,1,76.00,High
PJT_526,Tunnel,Houston,2021-05-29,2022-10-31,36336533,33307464.19,-3029068.81,200,520.21,320.21,0.8561,2.4245,120.63,6.58,36.10,Cloudy,58,17260.62,211.28,7190,79.32,2,8.36,93.83,0,16.89,High
PJT_527,Bridge,New York,2021-05-30,2021-10-04,37352734,46435675.42,9082941.42,200,127.81,-72.19,0.3885,3.6794,406.68,0.69,62.40,Sunny,250,19567.70,561.12,1383,58.13,7,2.82,63.21,0,52.43,High
PJT_528,Building,New York,2021-05-31,2022-04-08,28268392,34336133.60,6067741.60,275,312.79,37.79,1.0184,4.5383,289.94,3.45,21.20,Rainy,236,22714.03,435.46,9955,82.87,7,3.02,98.76,1,30.89,High
PJT_529,Building,New York,2021-06-01,2023-06-04,21844672,23288234.74,1443562.74,756,733.74,-22.26,1.6384,4.8791,92.93,-0.69,80.54,Rainy,201,16248.61,227.20,8758,71.40,9,7.85,52.95,1,47.07,High
PJT_530,Building,Seattle,2021-06-02,2022-04-05,38937470,48250322.20,9312852.20,217,307.36,90.36,1.7557,1.3407,144.15,20.93,54.21,Rainy,130,48176.39,312.17,8559,82.53,8,5.99,86.98,0,92.91,High
PJT_531,Road,Houston,2021-06-03,2022-12-06,1914326,1828871.49,-85454.51,564,551.46,-12.54,1.5215,0.8310,246.92,43.46,22.73,Rainy,176,12682.49,822.84,8982,48.39,8,4.76,50.46,1,99.62,High
PJT_532,Building,Chicago,2021-06-04,2023-06-30,25939788,31555148.98,5615360.98,510,756.00,246.00,0.4153,1.4510,358.26,34.15,86.64,Sunny,182,32203.30,524.90,4450,96.17,2,2.48,85.75,0,38.59,High
PJT_533,Dam,Seattle,2021-06-05,2023-02-11,1375972,1448480.68,72508.68,661,616.54,-44.46,0.4566,3.4702,291.98,8.21,24.28,Rainy,202,12040.39,415.41,4703,60.70,0,9.35,63.73,1,88.13,High
PJT_534,Bridge,Los Angeles,2021-06-06,2023-08-21,28062881,40896040.63,12833159.63,556,806.99,250.99,1.1661,3.2080,141.16,22.60,27.21,Cloudy,121,13024.64,607.29,3075,87.81,9,6.80,69.15,0,86.81,High
PJT_535,Bridge,Los Angeles,2021-06-07,2024-05-26,32769795,32312635.45,-457159.55,810,1084.30,274.30,0.1051,1.1592,147.40,41.13,63.04,Cloudy,92,26395.88,100.22,2274,93.76,0,2.23,90.36,0,52.45,High
PJT_536,Building,Chicago,2021-06-08,2022-05-21,27390336,29999298.61,2608962.61,300,347.61,47.61,0.8325,2.3724,190.29,18.71,57.15,Stormy,265,14625.47,249.50,5550,82.68,6,6.04,74.50,0,71.68,High
PJT_537,Bridge,New York,2021-06-09,2024-01-16,2697555,3811618.20,1114063.20,847,951.54,104.54,1.7252,3.8537,205.70,13.32,63.19,Cloudy,147,21839.26,939.87,1174,51.75,5,5.73,50.28,0,18.47,Medium
PJT_538,Building,Los Angeles,2021-06-10,2024-06-16,41719941,42865908.08,1145967.08,694,1102.43,408.43,1.3297,3.2084,229.23,44.77,69.30,Sunny,210,7575.22,614.96,1498,91.79,7,9.98,81.61,1,52.61,High
PJT_539,Bridge,Houston,2021-06-11,2022-05-11,42132397,60302934.36,18170537.36,219,334.85,115.85,0.3911,3.6810,441.91,-2.76,49.37,Snowy,64,24952.01,739.53,6148,45.85,8,3.50,92.63,0,76.37,High
PJT_540,Building,Los Angeles,2021-06-12,2023-07-05,40382668,53280411.54,12897743.54,353,753.03,400.03,0.7959,0.0709,349.02,12.90,66.74,Snowy,66,13682.30,785.16,3416,83.74,1,2.55,52.23,0,71.98,High
PJT_541,Road,Seattle,2021-06-13,2024-08-01,1216384,1279948.51,63564.51,830,1145.82,315.82,1.1651,0.5886,259.81,35.99,26.03,Rainy,72,10231.78,181.51,2415,51.14,9,6.64,51.01,1,10.94,High
PJT_542,Building,New York,2021-06-14,2023-03-23,17557912,18436834.89,878922.89,263,647.92,384.92,1.3937,4.7133,439.06,31.11,71.67,Sunny,63,22068.97,358.37,5570,48.43,5,4.73,91.76,1,27.93,High
PJT_543,Building,Los Angeles,2021-06-15,2024-04-26,7201668,8414613.83,1212945.83,894,1046.99,152.99,1.1995,1.7443,338.82,14.73,64.17,Cloudy,59,47734.93,626.70,3551,72.28,3,9.94,71.69,1,71.38,High
PJT_544,Building,Seattle,2021-06-16,2023-09-14,34807113,42066041.88,7258928.88,530,820.82,290.82,1.5120,1.3448,280.97,1.59,35.28,Sunny,58,46486.37,565.33,4054,68.51,7,6.28,68.61,0,62.96,High
PJT_545,Tunnel,Los Angeles,2021-06-17,2023-11-07,25084307,35495897.69,10411590.69,898,873.44,-24.56,0.1150,2.1070,200.62,25.63,27.01,Sunny,128,12323.55,592.10,1356,66.34,9,5.11,78.80,0,45.94,High
PJT_546,Dam,Los Angeles,2021-06-18,2023-08-27,33383891,43100649.62,9716758.62,562,800.50,238.50,0.6703,4.8538,444.84,31.97,83.06,Stormy,77,23944.37,796.67,7565,75.58,2,5.61,96.12,1,96.87,High
PJT_547,Bridge,Seattle,2021-06-19,2024-06-02,9716825,12449333.90,2732508.90,761,1079.48,318.48,1.5983,0.2690,90.68,33.61,29.90,Sunny,167,22819.72,514.53,3416,52.02,2,3.71,54.02,0,28.30,High
PJT_548,Tunnel,Seattle,2021-06-20,2023-03-01,26116016,22282553.31,-3833462.69,337,619.90,282.90,0.4027,0.4996,297.42,11.67,34.87,Rainy,221,21933.12,517.14,4977,85.78,1,4.49,65.92,0,45.99,High
PJT_549,Building,Los Angeles,2021-06-21,2024-09-10,29493916,36513770.85,7019854.85,870,1177.10,307.10,1.1148,1.7343,351.44,43.36,21.88,Stormy,95,39552.98,432.22,6568,70.09,0,6.50,87.58,0,68.10,High
PJT_550,Dam,New York,2021-06-22,2022-05-03,21262710,24090871.74,2828161.74,372,315.45,-56.55,0.7452,3.2702,241.57,5.67,47.08,Rainy,58,16745.88,959.52,3941,49.81,8,8.51,73.25,1,71.75,High
PJT_551,Tunnel,New York,2021-06-23,2022-01-06,9639562,11794422.81,2154860.81,192,197.27,5.27,0.8296,2.2735,268.76,42.80,48.12,Snowy,127,24124.15,767.86,2899,76.22,7,5.52,89.05,0,85.98,High
PJT_552,Building,Houston,2021-06-23,2023-09-03,36682563,49292084.30,12609521.30,363,802.79,439.79,1.7536,0.4000,53.13,42.15,69.53,Sunny,100,28170.33,653.07,8454,66.09,7,3.54,56.08,0,43.04,High
PJT_553,Bridge,Los Angeles,2021-06-24,2023-01-28,46298233,48265625.25,1967392.25,438,583.62,145.62,1.6564,2.7137,130.43,9.63,21.23,Sunny,126,33619.22,636.20,6853,83.91,8,7.65,62.43,1,18.51,High
PJT_554,Dam,New York,2021-06-25,2024-04-04,24178480,35825357.88,11646877.88,621,1014.14,393.14,1.4091,1.2205,421.51,35.92,71.29,Stormy,195,25628.88,168.88,7107,42.30,9,9.79,81.89,1,44.37,High
PJT_555,Tunnel,Los Angeles,2021-06-26,2024-08-18,29355502,32598719.36,3243217.36,832,1149.11,317.11,0.4495,3.7338,374.72,30.85,25.55,Rainy,297,10239.14,272.48,5275,99.70,9,5.63,92.71,0,81.91,High
PJT_556,Building,Chicago,2021-06-27,2023-05-26,30322925,31190506.03,867581.03,664,698.06,34.06,1.4088,0.9286,275.70,-7.48,47.91,Cloudy,223,17821.06,104.55,4393,41.12,6,6.91,63.74,0,81.12,High
PJT_557,Building,Houston,2021-06-28,2022-09-16,48580755,51543974.21,2963219.21,406,445.16,39.16,0.2211,1.4392,370.42,35.48,61.15,Stormy,134,29365.61,528.04,1205,60.58,5,4.12,72.22,0,76.83,Medium
PJT_558,Dam,Chicago,2021-06-29,2023-12-20,27176567,27616832.49,440265.49,894,904.11,10.11,0.1613,4.2615,485.48,24.73,59.29,Sunny,71,14339.80,986.38,7048,58.24,5,5.06,73.37,1,62.64,Medium
PJT_559,Bridge,Los Angeles,2021-06-30,2023-12-23,2570907,3440908.27,870001.27,758,906.71,148.71,0.6394,3.7203,495.36,10.64,57.63,Rainy,205,47696.86,211.14,7483,53.10,1,6.14,58.93,1,79.98,Medium
PJT_560,Road,Chicago,2021-07-01,2023-06-05,15613129,17515073.49,1901944.49,598,704.57,106.57,1.2386,1.5970,213.43,-4.19,81.93,Sunny,178,29103.22,452.96,7618,69.69,7,3.58,96.23,1,88.60,High
PJT_561,Road,Los Angeles,2021-07-02,2022-07-22,23418041,31518521.41,8100480.41,183,385.31,202.31,1.3468,3.4168,94.25,21.91,49.27,Rainy,155,13499.37,126.14,4673,48.31,9,5.53,54.03,0,46.79,High
PJT_562,Tunnel,Los Angeles,2021-07-03,2023-11-06,39205488,49264511.84,10059023.84,804,856.47,52.47,1.4003,4.7592,60.22,23.07,75.29,Rainy,191,28010.10,273.73,3644,67.47,3,2.58,96.86,1,39.05,High
PJT_563,Building,Houston,2021-07-04,2022-03-01,31949238,36692913.95,4743675.95,211,240.71,29.71,1.3990,2.2183,158.85,-0.27,52.30,Snowy,255,32180.31,398.13,3609,54.69,1,1.06,51.62,0,88.04,Medium
PJT_564,Road,New York,2021-07-05,2023-02-12,18450267,26276539.54,7826272.54,252,587.01,335.01,1.1209,3.5790,323.14,44.41,70.03,Rainy,173,42248.92,153.81,7527,89.70,0,4.27,85.83,0,68.47,High
PJT_565,Road,Houston,2021-07-06,2022-04-15,18616016,24995003.80,6378987.80,286,283.37,-2.63,1.2016,3.9581,374.90,10.16,65.96,Cloudy,283,15938.09,534.33,5333,45.83,1,5.12,85.45,0,78.13,High
PJT_566,Building,Los Angeles,2021-07-07,2024-05-12,31224232,40738726.57,9514494.57,885,1040.68,155.68,1.1796,2.9721,392.60,-1.86,40.19,Cloudy,275,21688.30,426.45,5771,58.40,2,6.11,65.24,0,70.60,High
PJT_567,Dam,Seattle,2021-07-08,2023-01-30,26785015,27247022.88,462007.88,330,571.95,241.95,0.5330,4.2546,312.45,-1.84,20.84,Sunny,234,27886.62,883.21,9467,64.35,9,9.10,98.62,1,62.84,High
PJT_568,Bridge,Los Angeles,2021-07-09,2023-10-20,33564293,42675143.36,9110850.36,715,833.41,118.41,1.7545,2.4103,267.80,10.89,66.81,Snowy,137,15117.13,285.79,3459,56.70,1,6.85,67.83,0,92.14,High
PJT_569,Tunnel,Chicago,2021-07-10,2023-07-05,25398120,32554260.15,7156140.15,413,725.93,312.93,0.8571,0.4942,198.28,-6.30,58.73,Stormy,266,38356.60,885.35,1917,66.80,8,3.23,62.80,0,72.07,High
PJT_570,Dam,Seattle,2021-07-11,2024-10-09,12907171,11308634.84,-1598536.16,886,1186.21,300.21,1.2574,2.7599,91.11,0.45,78.15,Snowy,281,45641.01,570.30,1997,52.46,3,6.27,79.06,0,58.32,High
PJT_571,Tunnel,Los Angeles,2021-07-12,2023-09-07,33098105,30637729.39,-2460375.61,829,787.72,-41.28,0.2584,0.9870,294.07,1.82,54.11,Stormy,52,31177.11,875.03,2827,83.20,7,8.00,59.74,0,65.30,High
PJT_572,Road,Houston,2021-07-13,2023-08-08,41356193,42430754.33,1074561.33,437,756.92,319.92,1.2991,1.6432,267.48,5.61,65.17,Sunny,272,28948.55,407.03,9242,58.53,7,2.00,87.83,1,10.59,High
PJT_573,Bridge,New York,2021-07-14,2023-06-07,5399621,7258627.24,1859006.24,687,693.46,6.46,1.3787,0.4728,437.91,8.83,68.09,Cloudy,99,40045.63,786.57,4493,58.43,4,3.88,76.52,1,37.01,Medium
PJT_574,Bridge,Seattle,2021-07-15,2024-05-20,22727530,21628699.87,-1098830.13,764,1040.10,276.10,1.5562,3.9291,433.56,23.56,31.00,Stormy,171,34407.08,809.87,5413,53.72,4,5.25,92.81,0,23.05,High
PJT_575,Building,Los Angeles,2021-07-16,2023-05-07,29541259,35926193.36,6384934.36,502,660.35,158.35,1.5491,0.0284,472.99,-6.96,48.62,Cloudy,299,25560.04,346.79,4313,52.52,4,3.65,68.67,0,81.18,High
PJT_576,Building,Chicago,2021-07-17,2024-06-15,15427053,19305588.37,3878535.37,753,1064.68,311.68,0.9362,1.3698,83.49,-1.18,70.60,Stormy,170,47842.04,952.04,7390,81.27,7,3.25,99.35,0,15.34,High
PJT_577,Tunnel,Los Angeles,2021-07-18,2023-05-16,30402028,44093397.68,13691369.68,462,667.08,205.08,0.3110,0.6714,387.42,7.85,74.27,Rainy,261,11829.77,235.38,5896,74.45,8,1.79,62.26,0,78.65,High
PJT_578,Building,Chicago,2021-07-19,2024-06-29,47276268,40856324.58,-6419943.42,723,1076.17,353.17,1.5670,0.3400,403.66,29.13,41.98,Sunny,281,39771.63,772.55,4519,51.05,7,3.05,68.11,1,97.43,High
PJT_579,Building,Los Angeles,2021-07-20,2024-08-07,2552785,2402618.59,-150166.41,798,1114.25,316.25,1.3203,2.1367,412.73,33.90,78.22,Snowy,283,49533.94,436.13,8163,99.74,8,8.86,66.35,1,35.44,High
PJT_580,Building,Houston,2021-07-21,2022-11-09,38466250,52213408.31,13747158.31,257,476.61,219.61,1.1103,3.9930,430.83,-5.17,84.57,Stormy,216,49682.74,776.72,8060,89.07,7,5.06,94.03,0,68.54,High
PJT_581,Tunnel,Seattle,2021-07-22,2024-06-23,31470583,37544848.59,6074265.59,843,1067.87,224.87,1.4159,4.1010,244.58,-8.82,60.23,Snowy,209,42270.02,116.98,4690,59.34,2,3.33,61.14,0,39.40,High
PJT_582,Road,Seattle,2021-07-23,2024-10-13,48976426,69238366.71,20261940.71,768,1178.44,410.44,0.3899,3.8650,142.76,-0.01,21.84,Stormy,291,43011.42,801.52,9848,60.91,1,3.95,65.77,0,28.79,High
PJT_583,Building,Seattle,2021-07-24,2024-06-17,16634945,24263672.11,7628727.11,614,1059.23,445.23,0.5127,1.7767,111.79,39.44,50.77,Rainy,56,24977.86,769.55,4417,62.82,7,4.95,59.93,0,63.12,High
PJT_584,Tunnel,Houston,2021-07-25,2023-01-23,39809293,52585564.93,12776271.93,359,547.55,188.55,0.3312,3.7830,104.16,16.90,62.34,Sunny,156,13594.15,986.64,9305,61.59,4,5.58,97.24,1,44.20,High
PJT_585,Road,New York,2021-07-26,2022-08-19,21802521,30387209.41,8584688.41,282,389.98,107.98,0.9249,4.2390,185.31,44.98,25.91,Rainy,274,26211.27,956.18,5500,83.78,5,1.41,92.37,1,10.83,High
PJT_586,Bridge,Seattle,2021-07-27,2023-03-30,3616629,3217960.57,-398668.43,323,611.39,288.39,1.6245,4.3317,347.43,10.44,49.04,Cloudy,157,12758.90,942.66,3480,84.52,2,4.29,96.25,1,12.70,High
PJT_587,Dam,Los Angeles,2021-07-28,2023-11-19,18796018,23574789.42,4778771.42,593,844.42,251.42,0.1541,0.1292,62.82,15.88,71.45,Cloudy,283,23344.44,585.53,9604,50.18,1,1.13,94.86,1,98.94,High
PJT_588,Tunnel,New York,2021-07-29,2024-07-29,37019152,42063762.57,5044610.57,655,1096.19,441.19,1.7281,4.0471,50.32,16.19,82.97,Sunny,82,19529.44,585.99,2579,68.67,9,2.77,60.97,1,94.81,High
PJT_589,Dam,Houston,2021-07-30,2023-02-27,19944817,28451214.64,8506397.64,277,577.15,300.15,0.2999,1.1311,133.08,26.27,43.00,Rainy,221,31585.31,565.21,5370,85.59,2,3.95,68.74,1,76.28,High
PJT_590,Tunnel,New York,2021-07-31,2023-09-11,14280585,21230872.92,6950287.92,827,772.45,-54.55,0.1272,3.1732,425.92,3.08,47.77,Snowy,196,26634.94,871.91,4076,77.72,9,4.65,99.63,0,33.65,High
PJT_591,Road,Houston,2021-08-01,2023-08-04,35526900,51532680.08,16005780.08,466,733.39,267.39,0.7408,4.4626,164.88,34.38,54.11,Stormy,166,34846.16,701.21,6609,85.80,4,1.57,68.27,1,96.83,High
PJT_592,Dam,Houston,2021-08-02,2023-11-28,8458275,7850806.20,-607468.80,412,848.80,436.80,1.4541,0.6315,206.43,14.89,58.73,Snowy,297,44013.54,554.25,7513,89.20,8,2.75,92.00,0,11.50,High
PJT_593,Building,Chicago,2021-08-03,2024-09-04,38774438,54631323.08,15856885.08,795,1128.37,333.37,1.0976,4.0013,213.20,2.67,86.30,Stormy,92,21851.25,190.12,3713,78.09,9,3.04,96.53,0,58.67,High
PJT_594,Bridge,New York,2021-08-04,2022-11-01,27902121,29094174.40,1192053.40,387,454.56,67.56,1.8118,4.8600,452.19,15.74,29.53,Sunny,50,8369.17,737.51,6105,52.53,9,6.35,53.34,1,22.63,High
PJT_595,Road,Seattle,2021-08-05,2023-02-11,11700039,14858523.10,3158484.10,428,555.36,127.36,0.8429,0.9669,425.45,-6.12,87.44,Sunny,85,45168.73,211.12,3487,52.35,2,7.05,88.03,1,20.56,High
PJT_596,Building,Chicago,2021-08-06,2023-04-11,41161064,47591289.30,6430225.30,285,613.98,328.98,1.3548,1.4941,106.19,30.86,51.81,Snowy,275,49054.68,919.46,6593,92.51,0,4.43,94.56,1,51.99,High
PJT_597,Bridge,Seattle,2021-08-07,2025-01-24,33702425,45262312.84,11559887.84,888,1266.72,378.72,0.5268,0.5153,498.92,23.18,61.93,Sunny,111,44121.26,698.42,8085,65.30,1,8.79,64.01,1,34.83,High
PJT_598,Building,Chicago,2021-08-08,2023-05-28,17861039,26595199.54,8734160.54,516,658.41,142.41,0.2579,0.5057,412.70,3.35,54.65,Stormy,161,34953.28,193.57,8993,73.64,9,4.38,75.95,0,44.43,High
PJT_599,Bridge,Houston,2021-08-09,2024-09-30,44129375,64876644.46,20747269.46,784,1148.25,364.25,1.1937,0.5874,393.81,9.84,67.08,Stormy,157,41687.76,746.46,1653,60.84,7,8.67,78.67,1,94.62,High
PJT_600,Road,Houston,2021-08-10,2023-04-23,2620304,3301160.72,680856.72,401,621.47,220.47,0.7250,1.4614,235.46,-8.44,51.96,Sunny,141,41826.58,409.64,5074,56.60,0,3.92,84.96,0,79.18,High
PJT_601,Dam,Seattle,2021-08-11,2024-07-25,37727185,47965833.40,10238648.40,751,1079.53,328.53,1.5073,3.7666,401.44,-0.54,54.99,Snowy,135,20831.21,584.41,4728,58.99,4,1.91,86.10,0,38.16,High
PJT_602,Road,Seattle,2021-08-11,2023-04-01,48472547,56496518.37,8023971.37,571,598.14,27.14,0.7403,2.1888,212.66,-1.24,31.80,Snowy,78,13540.54,379.47,9292,82.01,8,3.67,78.00,1,65.66,High
PJT_603,Tunnel,Seattle,2021-08-12,2022-04-11,41129045,59413095.51,18284050.51,275,242.99,-32.01,1.3601,4.2610,115.59,8.71,44.77,Cloudy,285,22335.81,860.51,5815,76.81,1,3.91,61.24,1,32.13,High
PJT_604,Dam,Los Angeles,2021-08-13,2022-09-05,47645968,70950587.29,23304619.29,206,388.08,182.08,0.5662,1.1292,341.55,1.88,20.87,Cloudy,296,5934.83,651.00,8191,64.87,8,9.99,59.61,1,56.67,High
PJT_605,Road,Chicago,2021-08-14,2024-01-22,48428916,66246798.65,17817882.65,576,891.80,315.80,0.7915,4.0086,244.09,10.05,84.79,Cloudy,131,29316.61,169.34,3203,59.30,3,8.16,78.95,1,92.57,High
PJT_606,Bridge,New York,2021-08-15,2023-11-07,41539900,41460387.49,-79512.51,728,814.15,86.15,0.7619,3.5107,489.42,35.16,35.68,Sunny,197,42647.60,514.21,8174,69.83,6,1.58,99.79,1,50.36,High
PJT_607,Tunnel,Los Angeles,2021-08-16,2024-06-28,10924067,9738313.51,-1185753.49,668,1047.82,379.82,0.7734,4.7737,174.24,3.86,82.76,Snowy,232,31898.23,487.75,3184,99.17,3,6.96,65.49,1,37.42,High
PJT_608,Dam,Chicago,2021-08-17,2024-09-11,10679317,14396735.59,3717418.59,700,1121.52,421.52,1.9623,2.9344,438.23,43.40,23.71,Sunny,200,10385.75,979.62,2042,71.79,2,7.59,62.44,0,78.29,High
PJT_609,Dam,Seattle,2021-08-18,2022-12-05,34217213,45291053.75,11073840.75,210,474.19,264.19,0.7304,0.4708,231.60,28.55,67.97,Rainy,147,36338.68,224.66,6624,50.98,4,4.20,85.36,0,54.97,High
PJT_610,Dam,Los Angeles,2021-08-19,2023-04-28,24568678,36623629.45,12054951.45,591,617.32,26.32,1.3027,1.6986,388.32,18.81,21.43,Stormy,65,49190.46,153.23,7113,45.73,0,9.67,76.46,1,44.63,High
PJT_611,Tunnel,Chicago,2021-08-20,2024-01-11,5656632,8322108.31,2665476.31,756,874.66,118.66,0.4581,3.1044,131.80,2.01,44.17,Cloudy,203,21837.57,259.24,8220,82.38,2,5.57,90.72,0,65.99,Medium
